,user_id,gender,age,device,ad_1,click_1,watch_1,ad_2,click_2,watch_2,ad_3,click_3,watch_3,ad_4,click_4,watch_4,ad_5,click_5,watch_5,ad_6,click_6,watch_6
8393,8393,m,27,blackberry,a16,,9,a96,1.0,6,a44,,11,a54,,8.0,a17,,9.0,a5,,6.0
8394,8394,female,23,ios,a90,,10,a83,,9,a79,,8,a37,,13.0,a54,,9.0,a51,,16.0
8395,8395,,22,blackberry,a4,,7,a62,,8,a105,,8,,,,,,,,,
8396,8396,male,28,linux,a30,,10,a114,,9,a112,,15,,,,,,,,,
8397,8397,,27,ios,a35,,8,a42,,6,a58,,7,,,,,,,,,
8398,8398,,28,ios,a109,1.0,9,a33,1.0,14,a113,,12,a39,,13.0,a89,,14.0,a3,,15.0
8399,8399,f,27,ios,a66,,10,a113,,10,a3,,7,a8,,13.0,a94,1.0,7.0,a2,,6.0
8400,8400,male,18,ios,a116,,5,a59,,2,a63,,8,,,,,,,,,
8401,8401,f,23,samsung,a55,,10,a5,1.0,14,a11,1.0,8,,,,,,,,,
8402,8402,,25,android,a43,1.0,11,a34,1.0,5,a47,,15,,,,,,,,,
8403,8403,female,26,linux,a84,,10,a38,,10,a91,,8,a92,1.0,11.0,a94,,7.0,a9,1.0,13.0
8404,8404,female,24,tizen,a118,,6,a69,,12,a109,,7,a14,1.0,15.0,a59,1.0,13.0,a84,1.0,12.0
8405,8405,,25,ios,a56,1.0,7,a119,,13,a34,1.0,11,a92,,8.0,a0,,14.0,a12,,8.0
8406,8406,f,26,android,a94,,10,a86,1.0,6,a74,,9,a11,,8.0,a81,,12.0,a88,,5.0
8407,8407,female,29,android,a106,,7,a76,1.0,4,a23,,9,,,,,,,,,
8408,8408,,24,samsung,a88,,9,a47,1.0,10,a55,,3,a62,,5.0,a25,1.0,11.0,a6,,7.0
8409,8409,,25,android,a83,,15,a63,,6,a36,,12,a119,,5.0,a15,,7.0,a68,1.0,17.0
8410,8410,female,30,android,a91,,9,a104,,10,a57,,13,a20,,5.0,a7,,7.0,a10,1.0,11.0
8411,8411,m,19,samsung,a95,,4,a76,,10,a63,,13,a106,,9.0,a119,,7.0,a91,,12.0
8412,8412,f,21,android,a65,,7,a118,,9,a48,,7,,,,,,,,,
8413,8413,male,24,android,a5,,10,a61,,3,a89,,13,,,,,,,,,
8414,8414,,25,android,a117,,3,a109,1.0,10,a25,1.0,8,a64,,12.0,a37,,6.0,a105,,11.0
8415,8415,m,23,blackberry,a75,1.0,12,a59,,4,a39,,11,a89,1.0,17.0,a78,,9.0,a34,,12.0
8416,8416,m,25,ios,a19,,12,a85,,13,a115,1.0,7,a74,,11.0,a15,,12.0,a110,,13.0
8417,8417,f,26,android,a48,,13,a84,,10,a107,,7,a46,,14.0,a54,,10.0,a103,,7.0
8418,8418,m,23,ios,a14,1.0,10,a44,,9,a69,,14,,,,,,,,,
8419,8419,female,24,ios,a38,,7,a12,,17,a118,,11,,,,,,,,,
8420,8420,f,22,windows phone,a66,,11,a46,,9,a27,1.0,12,a113,1.0,7.0,a92,,14.0,a28,,10.0
8421,8421,m,26,ios,a69,,10,a98,,9,a92,,8,a30,,9.0,a29,,12.0,a5,,5.0
8422,8422,male,27,blackberry,a23,,4,a62,,6,a96,1.0,14,,,,,,,,,
8423,8423,f,32,android,a42,1.0,10,a112,,7,a62,,11,,,,,,,,,
8424,8424,f,25,ios,a98,,6,a5,1.0,4,a86,,7,a6,,11.0,a30,,8.0,a57,1.0,9.0
8425,8425,,29,android,a51,,12,a14,,9,a54,,5,,,,,,,,,
8426,8426,f,28,android,a31,,8,a44,,10,a96,,6,,,,,,,,,
8427,8427,male,26,linux,a23,,,a116,,11,a101,,2,,,,,,,,,
8428,8428,m,24,ios,a33,1.0,10,a109,1.0,9,a61,1.0,10,,,,,,,,,
8429,8429,m,21,blackberry,a76,,7,a51,,10,a66,,15,a47,,10.0,a99,,4.0,a90,,4.0
8430,8430,male,24,ios,a69,,6,a113,,20,a7,,8,,,,,,,,,
8431,8431,,23,linux,a58,,11,a106,,9,a104,,9,a30,1.0,9.0,a84,1.0,11.0,a76,,11.0
8432,8432,f,24,android,a37,,4,a15,1.0,14,a94,,16,,,,,,,,,
8433,8433,f,22,android,a44,,11,a49,1.0,13,a83,,7,,,,,,,,,
8434,8434,female,20,android,a57,,9,a30,,7,a34,,14,a19,,11.0,a29,,12.0,a27,,11.0
8435,8435,male,28,android,a10,,5,a16,,12,a34,,9,a90,,10.0,a95,,7.0,a21,,12.0
8436,8436,male,27,ios,a23,1.0,8,a56,,5,a28,1.0,11,,,,,,,,,
8437,8437,male,24,blackberry,a66,,9,a46,,12,a100,,12,a15,1.0,12.0,a27,1.0,13.0,a16,,8.0
8438,8438,f,25,ios,a106,,5,a2,,10,a28,1.0,13,,,,,,,,,
8439,8439,female,28,ios,a84,,8,a111,,4,a43,,7,,,,,,,,,
8440,8440,male,25,blackberry,a15,1.0,5,a37,,5,a53,,2,,,,,,,,,
8441,8441,f,21,ios,a25,,12,a42,,7,a68,,10,a15,,9.0,a118,,11.0,a89,,9.0
8442,8442,female,26,android,a22,,7,a118,,5,a14,,15,,,,,,,,,
8443,8443,f,27,tizen,a17,,4,a98,,12,a9,,11,,,,,,,,,
8444,8444,male,24,tizen,a74,1.0,17,a22,,8,a72,,10,a104,,9.0,a89,,7.0,a44,,8.0
8445,8445,,29,ios,a85,,6,a67,,8,a82,,7,,,,,,,,,
8446,8446,male,23,windows phone,a100,,12,a58,,9,a8,,12,a47,,7.0,a51,,8.0,a106,,7.0
8447,8447,male,25,ios,a119,,11,a81,,8,a82,,7,a11,,11.0,a73,,12.0,a70,1.0,14.0
8448,8448,female,28,ios,a98,1.0,17,a79,,5,a110,,6,,,,,,,,,
8449,8449,female,24,android,a51,,9,a8,1.0,7,a114,,12,a100,,9.0,a7,,7.0,a90,1.0,16.0
8450,8450,f,20,tizen,a45,,10,a90,,8,a69,,8,,,,,,,,,
8451,8451,,26,android,a73,,10,a41,,9,a30,,7,a96,1.0,11.0,a28,1.0,7.0,a50,,11.0
8452,8452,f,29,ios,a85,,7,a11,,8,a53,,9,,,,,,,,,
8453,8453,male,21,windows phone,a55,,11,a4,,8,a113,,13,a43,,14.0,a111,,5.0,a70,,7.0
8454,8454,f,24,ios,a21,,11,a9,,10,a86,,7,a110,,15.0,a11,,3.0,a15,,16.0
8455,8455,m,18,ios,a42,,10,a50,,8,a76,,7,a113,,11.0,a15,,7.0,a59,,6.0
8456,8456,f,24,samsung,a83,,8,a20,,7,a98,,10,a108,,15.0,a94,,5.0,a88,,9.0
8457,8457,male,22,ios,a65,,15,a73,,15,a111,,10,a68,,14.0,a56,1.0,10.0,a15,,13.0
8458,8458,male,30,android,a37,1.0,5,a10,,14,a66,,8,,,,,,,,,
8459,8459,male,23,android,a99,,16,a95,,13,a117,,9,,,,,,,,,
8460,8460,m,21,linux,a23,,7,a71,,15,a108,,7,,,,,,,,,
8461,8461,,22,ios,a47,,13,a54,,10,a21,1.0,7,a72,,8.0,a28,,11.0,a58,1.0,3.0
8462,8462,,21,android,a36,,16,a30,,10,a70,,5,,,,,,,,,
8463,8463,f,22,android,a28,,13,a36,,9,a38,,8,,,,,,,,,
8464,8464,f,29,android,a53,,9,a1,,3,a16,,9,,,,,,,,,
8465,8465,m,28,android,a66,,12,a61,1.0,5,a88,,6,,,,,,,,,
8466,8466,m,25,android,a68,,8,a7,1.0,8,a48,1.0,3,,,,,,,,,
8467,8467,f,28,blackberry,a49,,9,a48,,10,a112,,11,a39,,11.0,a95,,12.0,a92,,9.0
8468,8468,f,28,android,a118,,9,a86,,13,a52,,6,a11,,7.0,a107,,10.0,a16,,8.0
8469,8469,f,24,linux,a109,,9,a21,,7,a45,,6,,,,,,,,,
8470,8470,f,23,ios,a28,,9,a85,,8,a5,1.0,8,a116,,8.0,a53,,11.0,a9,,9.0
8471,8471,male,23,ios,a51,,8,a118,,9,a10,,16,,,,,,,,,
8472,8472,m,19,android,a94,,15,a0,1.0,10,a113,,10,,,,,,,,,
8473,8473,f,27,ios,a25,1.0,11,a75,,10,a102,,12,a42,,8.0,a67,,8.0,a72,,8.0
8474,8474,f,23,android,a27,,15,a96,,13,a101,1.0,11,a94,1.0,10.0,a69,,11.0,a71,,13.0
8475,8475,f,21,android,a30,,11,a104,,6,a43,,13,a56,,8.0,a117,,7.0,a109,1.0,8.0
8476,8476,f,21,tizen,a75,,5,a91,,9,a72,,8,,,,,,,,,
8477,8477,f,26,tizen,a4,,10,a5,,14,a106,,9,,,,,,,,,
8478,8478,male,22,ios,a92,,7,a115,1.0,8,a44,1.0,12,a84,,9.0,a16,1.0,12.0,a70,,15.0
8479,8479,female,29,windows phone,a80,1.0,9,a25,,9,a64,,6,,,,,,,,,
8480,8480,f,26,linux,a109,,11,a102,,12,a76,,5,,,,,,,,,
8481,8481,f,24,android,a117,1.0,12,a89,,15,a48,,4,,,,,,,,,
8482,8482,m,24,blackberry,a78,,5,a41,,13,a32,,4,,,,,,,,,
8483,8483,f,28,ios,a89,,16,a98,,12,a22,,6,,,,,,,,,
8484,8484,,26,samsung,a111,,14,a41,,9,a2,,11,a30,,10.0,a92,,12.0,a118,,8.0
8485,8485,female,22,tizen,a78,,14,a61,,15,a83,,11,a50,1.0,3.0,a106,1.0,11.0,a91,,11.0
8486,8486,male,22,blackberry,a20,,10,a40,,6,a50,,12,a102,,2.0,a89,,13.0,a38,,8.0
8487,8487,male,26,windows phone,a0,,3,a96,,11,a63,1.0,14,a112,,8.0,a92,1.0,15.0,a78,,5.0
8488,8488,male,21,android,a20,,12,a114,,4,a95,1.0,11,,,,,,,,,
8489,8489,m,23,android,a25,,11,a29,,11,a12,,13,a105,,12.0,a88,,7.0,a101,,13.0
8490,8490,,20,android,a44,,10,a70,,6,a47,,14,,,,,,,,,
8491,8491,f,25,android,a81,,7,a0,,12,a68,,6,,,,,,,,,
8492,8492,f,20,android,a76,,7,a96,,10,a24,1.0,11,,,,,,,,,
8493,8493,,25,blackberry,a2,1.0,8,a26,1.0,8,a58,,13,a112,,4.0,a103,,8.0,a96,1.0,10.0
8494,8494,female,21,android,a79,,8,a24,1.0,6,a66,1.0,6,,,,,,,,,
8495,8495,male,26,blackberry,a68,,13,a20,,9,a114,,9,a33,,10.0,a37,1.0,7.0,a36,1.0,12.0
8496,8496,female,26,blackberry,a118,,11,a103,,11,a39,,6,a66,1.0,9.0,a9,,5.0,a107,,6.0
8497,8497,m,29,android,a54,,6,a92,,4,a88,,8,,,,,,,,,
8498,8498,f,22,windows phone,a118,,6,a33,1.0,11,a63,,6,,,,,,,,,
8499,8499,male,28,tizen,a44,,11,a72,,8,a17,,11,a51,,11.0,a22,,9.0,a36,,16.0
8500,8500,female,25,tizen,a114,,11,a42,1.0,19,a73,,9,a107,1.0,9.0,a51,,14.0,a22,,13.0
8501,8501,m,26,android,a30,,1,a6,,9,a62,,8,a33,,15.0,a82,,8.0,a89,,7.0
8502,8502,female,26,android,a68,1.0,12,a90,1.0,9,a78,,12,a57,,6.0,a96,,11.0,a64,,2.0
8503,8503,f,22,tizen,a8,,8,a70,,10,a106,,12,a107,1.0,11.0,a9,,10.0,a75,,13.0
8504,8504,f,21,android,a81,,6,a105,,12,a31,1.0,10,a84,,8.0,a49,,10.0,a23,,9.0
8505,8505,f,23,android,a68,,4,a99,1.0,14,a91,1.0,12,,,,,,,,,
8506,8506,female,24,samsung,a51,,13,a15,,12,a102,1.0,8,a84,1.0,9.0,a32,,7.0,a14,1.0,6.0
8507,8507,,27,ios,a76,,9,a102,,7,a92,,9,a109,,14.0,a68,,8.0,a5,1.0,6.0
8508,8508,f,26,blackberry,a92,,10,a70,,5,a0,,9,,,,,,,,,
8509,8509,male,23,ios,a107,,3,a63,,9,a112,,12,,,,,,,,,
8510,8510,m,23,ios,a72,,13,a115,,7,a118,,11,a79,,9.0,a63,,16.0,a31,,11.0
8511,8511,male,24,ios,a37,,10,a66,,3,a53,,9,,,,,,,,,
8512,8512,male,25,android,a30,,6,a64,,14,a90,1.0,8,,,,,,,,,
8513,8513,,24,linux,a27,1.0,3,a44,,5,a106,,10,a51,,6.0,a65,,10.0,a70,,11.0
8514,8514,m,23,android,a36,,5,a23,1.0,6,a1,,10,a112,,10.0,a80,,11.0,a42,,11.0
8515,8515,,25,linux,a82,,12,a76,,12,a9,1.0,8,,,,,,,,,
8516,8516,female,26,samsung,a119,,8,a8,,6,a116,,9,a12,,7.0,a7,,11.0,a61,,6.0
8517,8517,male,23,android,a94,,11,a8,,16,a58,1.0,11,a4,,15.0,a92,,14.0,a90,,11.0
8518,8518,female,20,android,a43,,11,a17,,4,a51,,7,,,,,,,,,
8519,8519,f,24,ios,a99,,6,a79,,12,a81,,7,a2,,11.0,a67,1.0,9.0,a78,1.0,5.0
8520,8520,female,21,windows phone,a57,,11,a45,,5,a17,,1,,,,,,,,,
8521,8521,f,25,android,a10,,10,a45,,8,a98,,10,,,,,,,,,
8522,8522,male,24,android,a109,1.0,10,a39,1.0,7,a111,,3,a23,,8.0,a10,,11.0,a112,,7.0
8523,8523,f,19,ios,a62,,11,a31,1.0,6,a41,,10,,,,,,,,,
8524,8524,m,16,android,a10,,5,a69,,11,a86,,14,a16,,12.0,a31,1.0,10.0,a32,,5.0
8525,8525,m,22,android,a14,1.0,3,a112,1.0,13,a114,,8,,,,,,,,,
8526,8526,f,29,tizen,a66,,1,a27,,6,a5,,11,,,,,,,,,
8527,8527,f,25,tizen,a82,,11,a95,,6,a10,,9,,,,,,,,,
8528,8528,f,26,android,a32,,15,a28,,15,a79,,5,,,,,,,,,
8529,8529,,28,ios,a27,,3,a31,,10,a19,,2,,,,,,,,,
8530,8530,f,25,tizen,a6,,,a62,,7,a27,,6,,,,,,,,,
8531,8531,male,29,android,a96,,14,a10,1.0,11,a37,,11,,,,,,,,,
8532,8532,f,20,ios,a23,,11,a39,,11,a99,,7,a81,,3.0,a48,1.0,2.0,a62,1.0,6.0
8533,8533,f,24,linux,a58,,3,a80,1.0,12,a111,,,,,,,,,,,
8534,8534,f,21,linux,a110,,6,a109,,6,a85,,1,,,,,,,,,
8535,8535,m,22,tizen,a15,,14,a39,,6,a14,,5,a25,,10.0,a94,,8.0,a96,1.0,13.0
8536,8536,f,25,android,a47,,14,a27,,6,a102,1.0,14,,,,,,,,,
8537,8537,male,24,ios,a12,,9,a83,,10,a35,,6,,,,,,,,,
8538,8538,f,27,ios,a59,,3,a42,,17,a54,,4,,,,,,,,,
8539,8539,m,26,tizen,a15,,10,a32,1.0,10,a105,,10,a46,,4.0,a108,,13.0,a83,,13.0
8540,8540,female,22,ios,a106,,10,a51,,12,a9,,9,,,,,,,,,
8541,8541,male,31,windows phone,a37,,6,a28,,13,a6,,4,,,,,,,,,
8542,8542,f,28,tizen,a84,,12,a117,,13,a40,,13,a35,,8.0,a85,,9.0,a46,,4.0
8543,8543,male,24,ios,a50,,9,a94,,11,a95,,13,,,,,,,,,
8544,8544,,15,android,a22,,10,a100,1.0,13,a25,,6,,,,,,,,,
8545,8545,f,22,samsung,a119,,8,a1,1.0,12,a105,,8,a33,,6.0,a41,,12.0,a31,,7.0
8546,8546,male,23,samsung,a78,,14,a79,,11,a41,1.0,9,a100,,3.0,a15,,9.0,a54,1.0,9.0
8547,8547,,17,ios,a2,,15,a102,,10,a106,,9,,,,,,,,,
8548,8548,female,23,android,a57,,16,a11,,7,a66,,6,,,,,,,,,
8549,8549,,27,android,a83,,6,a90,,6,a69,,11,a82,,6.0,a56,,7.0,a0,,10.0
8550,8550,,20,ios,a69,1.0,8,a118,,9,a44,1.0,9,a103,,10.0,a2,,13.0,a104,,13.0
8551,8551,m,23,blackberry,a91,,12,a0,,5,a3,,12,,,,,,,,,
8552,8552,f,26,ios,a32,,5,a96,1.0,8,a79,,8,,,,,,,,,
8553,8553,male,24,android,a100,1.0,8,a11,,13,a106,,8,,,,,,,,,
8554,8554,,23,android,a37,,5,a10,,8,a21,,6,,,,,,,,,
8555,8555,,22,android,a41,1.0,6,a40,,10,a104,,9,,,,,,,,,
8556,8556,f,20,linux,a93,,8,a108,,12,a76,1.0,8,a81,,10.0,a116,,10.0,a37,,11.0
8557,8557,,22,android,a104,,8,a98,,8,a20,,13,a105,1.0,13.0,a95,,9.0,a73,,6.0
8558,8558,f,23,android,a40,,6,a43,,12,a74,,9,a48,1.0,8.0,a6,1.0,9.0,a46,,9.0
8559,8559,m,26,android,a104,,7,a35,,6,a59,,2,,,,,,,,,
8560,8560,f,25,android,a100,1.0,11,a92,1.0,12,a46,,16,a72,,13.0,a16,,7.0,a30,,8.0
8561,8561,male,24,linux,a16,,13,a56,1.0,5,a24,1.0,9,,,,,,,,,
8562,8562,,29,windows phone,a118,,7,a105,,5,a33,,5,,,,,,,,,
8563,8563,,29,ios,a101,,5,a115,,13,a66,,7,a84,,10.0,a68,,4.0,a22,,7.0
8564,8564,,29,samsung,a83,,9,a25,,7,a101,,15,a44,,8.0,a49,,11.0,a33,1.0,10.0
8565,8565,f,25,blackberry,a91,,13,a7,,6,a24,,9,,,,,,,,,
8566,8566,f,24,tizen,a91,,13,a98,1.0,16,a35,,5,,,,,,,,,
8567,8567,,23,windows phone,a12,,9,a15,1.0,6,a42,,12,,,,,,,,,
8568,8568,f,19,samsung,a72,,9,a64,,8,a54,,10,a62,,18.0,a58,,6.0,a23,,14.0
8569,8569,female,31,ios,a8,1.0,10,a78,,3,a91,,5,a46,,11.0,a69,,8.0,a34,,7.0
8570,8570,male,22,blackberry,a9,,7,a63,,11,a39,,8,,,,,,,,,
8571,8571,female,21,android,a70,,11,a48,1.0,7,a106,,11,a42,,5.0,a82,1.0,11.0,a67,,11.0
8572,8572,,26,android,a36,1.0,8,a94,,10,a99,,5,a56,1.0,7.0,a35,1.0,10.0,a40,,
8573,8573,,26,samsung,a100,,13,a69,,5,a78,,3,,,,,,,,,
8574,8574,f,21,blackberry,a81,,12,a102,,8,a23,,13,a113,1.0,11.0,a114,,15.0,a85,1.0,10.0
8575,8575,f,27,ios,a10,,12,a102,1.0,8,a99,1.0,8,,,,,,,,,
8576,8576,f,25,linux,a53,,11,a107,,7,a95,1.0,8,a5,,13.0,a17,,8.0,a91,,12.0
8577,8577,male,32,windows phone,a110,,11,a93,,9,a75,,13,a100,,7.0,a8,,11.0,a117,,10.0
8578,8578,f,25,android,a12,,14,a101,,8,a47,1.0,9,,,,,,,,,
8579,8579,,26,blackberry,a89,,7,a71,,8,a63,,9,a48,,9.0,a98,,10.0,a110,,12.0
8580,8580,male,25,android,a82,,9,a22,,16,a26,,8,a58,,11.0,a61,1.0,9.0,a73,1.0,10.0
8581,8581,f,29,ios,a21,,5,a69,,7,a99,1.0,7,a49,,12.0,a88,,12.0,a91,,11.0
8582,8582,f,29,tizen,a27,,9,a44,,13,a36,,12,a49,,11.0,a109,,4.0,a56,1.0,11.0
8583,8583,,29,android,a101,,10,a79,,6,a7,,12,a67,,5.0,a2,1.0,7.0,a14,,9.0
8584,8584,female,24,blackberry,a40,,14,a117,,10,a114,,6,a54,,12.0,a46,,13.0,a47,,6.0
8585,8585,,26,ios,a32,,14,a36,,12,a70,,13,a62,,13.0,a65,,13.0,a50,,9.0
8586,8586,female,22,tizen,a101,,11,a80,1.0,13,a26,,7,a66,,14.0,a0,1.0,10.0,a62,,11.0
8587,8587,female,24,linux,a31,,11,a20,,4,a25,,11,a75,,12.0,a103,,9.0,a59,,9.0
8588,8588,f,25,blackberry,a63,,5,a115,,11,a94,,9,,,,,,,,,
8589,8589,m,25,android,a79,,9,a117,,11,a49,,12,a108,,8.0,a74,,9.0,a91,,10.0
8590,8590,female,21,ios,a111,,9,a85,,9,a3,,9,,,,,,,,,
8591,8591,m,23,android,a74,,1,a42,,11,a5,,11,,,,,,,,,
8592,8592,female,24,linux,a67,,7,a100,,13,a14,,1,,,,,,,,,
8593,8593,male,31,blackberry,a101,,6,a0,,16,a41,,5,,,,,,,,,
8594,8594,m,23,android,a6,,13,a10,,9,a39,,8,a115,,9.0,a49,,9.0,a118,,10.0
8595,8595,m,25,ios,a86,,5,a70,1.0,10,a14,,11,a9,1.0,9.0,a98,,11.0,a49,1.0,7.0
8596,8596,m,21,tizen,a8,,3,a98,,15,a58,,10,,,,,,,,,
8597,8597,f,25,blackberry,a45,,4,a11,1.0,6,a102,,10,,,,,,,,,
8598,8598,,24,android,a22,,14,a114,,7,a119,,1,,,,,,,,,
8599,8599,female,20,ios,a3,,5,a30,,10,a86,,12,,,,,,,,,
8600,8600,f,18,linux,a93,,8,a6,,7,a11,,6,,,,,,,,,
8601,8601,f,24,ios,a31,,6,a81,,8,a27,,4,,,,,,,,,
8602,8602,f,22,android,a84,,3,a103,,9,a47,,11,,,,,,,,,
8603,8603,female,24,android,a84,,9,a71,,6,a21,,8,a36,,14.0,a44,,5.0,a40,,7.0
8604,8604,male,29,android,a116,1.0,7,a41,1.0,16,a81,,13,a70,,7.0,a25,,7.0,a113,,15.0
8605,8605,f,29,windows phone,a4,1.0,9,a88,,13,a39,,10,,,,,,,,,
8606,8606,f,23,windows phone,a103,,9,a39,,8,a74,,9,,,,,,,,,
8607,8607,male,22,blackberry,a42,,13,a19,,7,a14,,,,,,,,,,,
8608,8608,f,25,linux,a113,,15,a85,,8,a8,,11,,,,,,,,,
8609,8609,m,23,android,a35,,7,a68,,12,a14,,9,a43,,10.0,a12,,6.0,a118,,6.0
8610,8610,m,28,android,a117,,3,a80,,7,a56,,7,a40,,7.0,a86,,7.0,a106,,13.0
8611,8611,f,20,android,a83,1.0,4,a31,,8,a73,,4,,,,,,,,,
8612,8612,m,31,android,a24,,16,a48,,14,a119,,7,a83,,16.0,a20,,9.0,a84,,10.0
8613,8613,male,22,android,a44,,8,a64,1.0,12,a71,1.0,8,a12,,9.0,a96,,11.0,a111,,2.0
8614,8614,f,25,android,a100,,13,a10,,14,a44,,4,,,,,,,,,
8615,8615,f,28,android,a56,,8,a103,,14,a41,,10,,,,,,,,,
8616,8616,f,25,windows phone,a16,,7,a53,,7,a40,,6,a105,,7.0,a6,,9.0,a70,,6.0
8617,8617,f,24,samsung,a29,,14,a21,,10,a118,,11,a71,,12.0,a52,,10.0,a99,,11.0
8618,8618,male,26,android,a51,,9,a44,,8,a45,,8,,,,,,,,,
8619,8619,male,22,android,a27,,8,a45,,15,a56,,10,a112,1.0,8.0,a64,,7.0,a38,1.0,5.0
8620,8620,f,26,ios,a31,1.0,6,a41,,11,a9,,13,a11,,14.0,a5,,9.0,a22,,10.0
8621,8621,,21,samsung,a43,,9,a23,1.0,15,a55,,13,a61,,15.0,a104,,11.0,a110,,14.0
8622,8622,f,22,android,a92,,11,a67,,13,a59,,6,,,,,,,,,
8623,8623,m,21,android,a72,,,a96,,19,a91,1.0,10,,,,,,,,,
8624,8624,f,23,ios,a31,,6,a24,1.0,6,a23,,10,,,,,,,,,
8625,8625,f,20,android,a106,,7,a115,1.0,5,a67,,9,,,,,,,,,
8626,8626,male,21,android,a58,,5,a40,,5,a106,,9,,,,,,,,,
8627,8627,,27,ios,a57,,11,a103,1.0,9,a36,,6,a90,,13.0,a69,,9.0,a99,,9.0
8628,8628,male,23,android,a20,,8,a74,,14,a99,,13,a82,,10.0,a95,,13.0,a5,1.0,14.0
8629,8629,,25,ios,a22,,4,a0,,7,a91,,16,,,,,,,,,
8630,8630,,25,linux,a96,,12,a86,1.0,10,a5,1.0,10,,,,,,,,,
8631,8631,,23,android,a26,,10,a101,,14,a118,,7,a17,,12.0,a74,,12.0,a64,,9.0
8632,8632,f,30,samsung,a30,1.0,4,a94,,10,a108,,3,a105,,7.0,a2,,7.0,a62,,12.0
8633,8633,f,24,ios,a39,,7,a111,,7,a93,,6,,,,,,,,,
8634,8634,f,22,android,a56,,12,a36,,9,a0,,8,a25,,8.0,a27,,16.0,a31,,12.0
8635,8635,f,23,android,a41,,5,a111,,8,a85,,5,a115,,8.0,a110,,12.0,a76,,15.0
8636,8636,f,23,android,a59,,4,a6,,9,a94,1.0,16,,,,,,,,,
8637,8637,f,24,ios,a100,,13,a12,,13,a117,,11,,,,,,,,,
8638,8638,f,25,linux,a88,,13,a35,,7,a20,,12,a55,,12.0,a4,,6.0,a52,,5.0
8639,8639,f,24,ios,a65,,9,a75,,7,a11,,8,,,,,,,,,
8640,8640,m,23,android,a115,,5,a100,,10,a91,,8,,,,,,,,,
8641,8641,male,24,linux,a71,1.0,9,a119,,8,a93,,7,,,,,,,,,
8642,8642,f,26,windows phone,a53,,5,a9,,4,a34,1.0,7,a74,1.0,7.0,a5,,8.0,a25,,11.0
8643,8643,f,28,android,a43,,10,a16,,11,a21,,16,,,,,,,,,
8644,8644,m,21,ios,a31,1.0,6,a49,,10,a14,,16,,,,,,,,,
8645,8645,m,19,samsung,a53,,10,a81,,7,a50,,14,,,,,,,,,
8646,8646,male,29,android,a21,,10,a41,,7,a9,,16,a28,1.0,8.0,a55,,6.0,a2,,10.0
8647,8647,f,32,blackberry,a52,,4,a50,,10,a74,1.0,9,a99,,19.0,a95,,7.0,a36,1.0,13.0
8648,8648,female,27,ios,a115,,13,a93,,6,a42,,7,a51,,9.0,a21,,11.0,a74,,9.0
8649,8649,female,20,linux,a1,,7,a34,1.0,7,a94,,18,,,,,,,,,
8650,8650,f,21,blackberry,a8,,12,a43,,7,a90,,12,a33,1.0,3.0,a108,,5.0,a35,,10.0
8651,8651,m,25,ios,a45,,6,a23,,7,a92,,9,,,,,,,,,
8652,8652,female,23,ios,a45,,8,a11,,8,a88,,12,,,,,,,,,
8653,8653,f,21,windows phone,a28,1.0,10,a116,,10,a38,1.0,13,a6,,7.0,a31,,6.0,a61,,11.0
8654,8654,f,24,android,a116,,5,a99,,13,a96,,13,,,,,,,,,
8655,8655,f,19,android,a9,,11,a85,,11,a4,,10,a51,,6.0,a104,,8.0,a25,,15.0
8656,8656,f,17,ios,a26,,12,a117,1.0,11,a85,,8,a119,,12.0,a99,,8.0,a116,,8.0
8657,8657,f,24,android,a44,1.0,8,a83,,9,a81,,10,a107,1.0,2.0,a51,,17.0,a10,,6.0
8658,8658,f,27,tizen,a96,,10,a111,,10,a103,,12,,,,,,,,,
8659,8659,f,25,ios,a103,,6,a90,,8,a95,,16,,,,,,,,,
8660,8660,f,21,linux,a31,,8,a94,1.0,7,a106,,5,,,,,,,,,
8661,8661,f,26,tizen,a65,,12,a49,1.0,9,a90,,6,,,,,,,,,
8662,8662,m,31,ios,a44,,6,a85,,1,a8,1.0,13,,,,,,,,,
8663,8663,f,24,android,a93,,6,a3,,10,a79,,7,,,,,,,,,
8664,8664,m,20,android,a82,,11,a19,1.0,9,a29,,8,,,,,,,,,
8665,8665,male,27,ios,a79,,10,a93,,4,a75,,10,a81,,12.0,a56,,11.0,a37,,14.0
8666,8666,,23,ios,a54,,4,a45,,10,a101,,13,,,,,,,,,
8667,8667,female,24,android,a5,,13,a119,,11,a61,,13,,,,,,,,,
8668,8668,m,23,android,a41,1.0,15,a119,,11,a98,1.0,3,a28,,10.0,a40,1.0,9.0,a114,,11.0
8669,8669,,22,android,a71,,17,a72,,9,a89,,11,,,,,,,,,
8670,8670,,24,ios,a116,,9,a117,,10,a9,,12,a100,,7.0,a83,,14.0,a15,,5.0
8671,8671,,22,ios,a64,,11,a6,,8,a10,,13,,,,,,,,,
8672,8672,female,21,tizen,a46,,9,a83,,8,a73,1.0,6,,,,,,,,,
8673,8673,f,23,ios,a88,,6,a58,,10,a46,,6,a12,,12.0,a54,,8.0,a23,,10.0
8674,8674,male,24,android,a34,,7,a95,,13,a27,,10,,,,,,,,,
8675,8675,female,24,ios,a20,,18,a58,,11,a45,,9,,,,,,,,,
8676,8676,m,26,ios,a36,,12,a57,,17,a2,,10,,,,,,,,,
